CustomerID,TransactionDate,TransactionAmount
C-1057,2025-03-12,65.14
C-1110,2024-05-08,105.29
C-1325,2024-01-08,26.63
C-1028,2024-04-21,65.16
C-1674,2025-12-09,26.86
C-1474,2024-12-29,88.02
C-1072,2025-11-09,86.84
C-1771,2024-08-30,107.84
C-1684,2024-06-19,54.99
C-1652,2024-07-06,32.37
C-1110,2024-02-12,86.45
C-1210,2024-07-18,131.64
C-1923,2024-05-16,35.73
C-1019,2025-03-15,90.41
C-1973,2026-02-17,123.35
C-1665,2024-02-11,114.13
C-1941,2026-01-11,54.42
C-1368,2024-08-07,102.7
C-1375,2024-09-19,72.22
C-1266,2024-12-24,14.03
C-1665,2025-10-13,50.53
C-1938,2025-07-16,43.77
C-1600,2025-01-15,50.33
C-1117,2025-07-19,91.71
C-1074,2025-04-24,19.75
C-1304,2024-01-07,22.69
C-1437,2024-08-02,19.65
C-1428,2026-03-01,78.13
C-1312,2025-06-21,7.79
C-1920,2024-02-23,30.81
C-1781,2024-11-29,53.1
C-1546,2026-03-08,25.66
C-1749,2025-02-17,54.95
C-1499,2024-04-02,50.91
C-1216,2024-12-23,86.81
C-1617,2025-05-21,33.73
C-1243,2025-05-20,113.6
C-1421,2024-11-15,67.01
C-1168,2024-11-25,58.93
C-1649,2025-03-16,98.53
C-1741,2025-11-03,109.22
C-1512,2026-01-17,21.47
C-1912,2025-10-05,44.24
C-1426,2025-05-16,57.42
C-1477,2024-06-26,34.57
C-1456,2024-07-07,10.38
C-1978,2024-10-18,82.59
C-1945,2026-01-25,58.72
C-1845,2025-01-11,31.25
C-1657,2024-06-04,31.88
C-1558,2026-02-01,41.79
C-1186,2024-01-31,32.31
C-1303,2024-02-08,60.18
C-1488,2025-10-05,36.29
C-1065,2024-04-17,24.74
C-1267,2024-08-09,13.24
C-1254,2025-03-30,24.67
C-1252,2024-09-13,25.51
C-1043,2025-12-12,6.44
C-1663,2025-08-20,29.77
C-1765,2024-12-22,25.53
C-1541,2026-01-30,70.86
C-1422,2024-09-02,93.44
C-1404,2026-01-28,65.82
C-1116,2024-09-27,10.81
C-1769,2025-11-22,48.39
C-1721,2026-01-17,47.06
C-1421,2025-02-24,47.06
C-1890,2025-12-22,14.11
C-1195,2024-04-07,62.58
C-1171,2025-01-17,96.54
C-1133,2025-03-01,69.0
C-1566,2026-02-01,95.39
C-1143,2025-11-09,14.68
C-1630,2025-03-08,70.16
C-1264,2025-03-04,68.02
C-1196,2025-07-07,67.81
C-1052,2025-04-24,59.71
C-1889,2026-02-21,91.97
C-1966,2024-05-02,43.37
C-1347,2024-01-29,42.59
C-1974,2024-02-04,51.17
C-1588,2024-12-14,38.18
C-1146,2024-03-07,87.66
C-1339,2024-06-23,43.71
C-1899,2025-11-21,105.87
C-1495,2024-01-09,111.92
C-1827,2024-11-29,60.26
C-1996,2025-03-03,14.9
C-1000,2024-09-22,41.36
C-1011,2024-12-10,48.44
C-1464,2025-11-30,56.57
C-1936,2025-02-23,23.18
C-1888,2026-03-01,84.33
C-1657,2024-11-10,18.17
C-1443,2024-11-14,89.61
C-1154,2025-11-02,96.59
C-1110,2024-05-16,44.16
C-1480,2024-03-08,53.07
C-1813,2024-09-05,100.91
C-1431,2025-05-01,74.95
C-1605,2025-03-04,45.19
C-1117,2025-01-01,48.6
C-1849,2024-03-06,26.96
C-1174,2025-08-10,61.34
C-1494,2024-04-23,98.99
C-1146,2024-02-04,93.11
C-1998,2024-11-04,58.37
C-1556,2025-03-03,56.37
C-1727,2024-08-20,95.98
C-1725,2025-10-24,77.35
C-1439,2025-05-16,70.92
C-1731,2025-11-29,39.35
C-1288,2025-06-23,65.19
C-1176,2024-02-06,63.46
C-1409,2025-09-02,47.49
C-1591,2024-10-20,22.9
C-1844,2025-09-29,59.72
C-1527,2025-06-23,55.19
C-1418,2025-03-19,70.26
C-1793,2026-01-13,103.92
C-1084,2025-05-03,37.55
C-1063,2024-12-08,19.78
C-1938,2024-12-17,89.28
C-1854,2025-04-07,6.98
C-1224,2024-11-08,36.51
C-1939,2025-04-10,24.89
C-1087,2024-10-29,53.53
C-1049,2025-03-07,50.19
C-1339,2024-12-12,81.38
C-1108,2026-03-09,22.68
C-1532,2024-03-30,22.06
C-1176,2024-12-08,56.17
C-1659,2024-04-10,27.15
C-1057,2025-05-12,72.03
C-1296,2024-05-13,48.95
C-1901,2024-03-15,64.6
C-1653,2024-06-16,61.17
C-1224,2025-10-25,23.98
C-1530,2024-05-25,28.32
C-1343,2026-01-18,96.35
C-1034,2025-12-02,14.68
C-1944,2025-05-22,80.52
C-1125,2025-05-05,6.25
C-1220,2025-12-23,79.55
C-1024,2025-06-11,24.08
C-1041,2025-04-25,29.14
C-1929,2026-01-17,39.85
C-1344,2024-02-14,93.21
C-1645,2024-01-21,112.61
C-1047,2025-05-05,18.31
C-1550,2024-10-13,57.14
C-1755,2024-09-30,16.19
C-1955,2025-08-22,92.19
C-1014,2025-05-30,43.11
C-1190,2024-06-16,87.05
C-1387,2024-07-27,73.12
C-1271,2024-05-22,124.11
C-1657,2025-09-14,10.62
C-1769,2025-08-27,25.8
C-1007,2024-03-07,85.21
C-1495,2024-07-09,65.08
C-1116,2024-09-23,48.18
C-1610,2025-04-29,116.49
C-1073,2025-05-22,55.02
C-1072,2024-11-03,115.36
C-1571,2026-03-01,59.09
C-1614,2025-05-01,48.92
C-1985,2024-06-27,32.81
C-1196,2026-01-04,25.43
C-1129,2025-10-26,46.48
C-1012,2025-09-25,13.81
C-1581,2025-12-07,65.54
C-1697,2024-04-08,111.93
C-1191,2024-11-20,26.56
C-1978,2025-12-26,8.72
C-1366,2024-11-13,36.02
C-1143,2025-01-18,47.92
C-1216,2025-05-06,77.33
C-1950,2025-06-30,44.83
C-1869,2025-09-03,66.1
C-1518,2025-06-25,40.09
C-1110,2024-08-19,49.52
C-1690,2025-08-06,60.45
C-1594,2025-07-07,32.23
C-1272,2025-12-03,33.98
C-1517,2024-08-02,81.48
C-1133,2024-10-11,43.17
C-1685,2024-05-31,50.44
C-1330,2025-06-21,30.95
C-1283,2024-03-15,23.2
C-1165,2024-07-07,90.78
C-1221,2024-11-23,17.26
C-1178,2026-02-26,83.42
C-1326,2025-09-12,33.87
C-1896,2025-10-30,80.37
C-1707,2024-02-04,89.54
C-1378,2025-01-21,48.89
C-1229,2024-06-20,109.2
C-1086,2025-07-06,71.17
C-1928,2025-11-20,84.35
C-1574,2025-04-28,7.18
C-1208,2026-01-08,76.14
C-1431,2025-01-23,50.49
C-1269,2025-03-22,75.03
C-1367,2024-09-09,31.57
C-1849,2024-02-19,42.29
C-1501,2025-12-18,39.58
C-1026,2024-09-27,48.75
C-1561,2024-09-03,27.51
C-1558,2024-12-26,29.89
C-1865,2025-05-02,24.32
C-1221,2026-01-22,45.91
C-1780,2024-01-01,16.4
C-1081,2025-05-16,58.24
C-1966,2025-04-21,34.87
C-1346,2024-11-05,51.12
C-1385,2024-07-27,87.29
C-1093,2024-04-02,50.74
C-1339,2025-08-19,92.24
C-1484,2026-02-22,44.53
C-1305,2025-09-25,29.73
C-1847,2025-03-17,67.1
C-1502,2024-05-09,61.07
C-1861,2025-01-24,71.26
C-1592,2024-11-20,88.41
C-1712,2025-12-09,13.35
C-1425,2025-11-27,58.87
C-1341,2025-12-26,26.64
C-1277,2025-11-04,59.48
C-1960,2024-04-06,46.35
C-1512,2024-08-03,23.05
C-1282,2025-11-13,31.17
C-1058,2025-06-27,25.73
C-1438,2024-08-15,78.26
C-1699,2025-08-04,47.26
C-1881,2025-04-16,43.65
C-1055,2025-09-16,92.59
C-1972,2024-04-22,41.55
C-1228,2024-06-19,58.1
C-1078,2025-10-19,116.26
C-1918,2024-06-30,63.32
C-1247,2024-05-25,54.33
C-1617,2026-02-13,30.61
C-1192,2024-03-08,79.7
C-1493,2024-02-21,42.53
C-1473,2025-06-04,74.42
C-1762,2025-03-06,12.37
C-1690,2024-07-16,39.49
C-1127,2025-06-15,23.09
C-1535,2025-01-18,31.3
C-1430,2024-03-23,34.67
C-1827,2025-09-02,51.67
C-1573,2024-10-12,66.58
C-1125,2025-02-16,53.51
C-1498,2025-02-28,91.76
C-1157,2024-04-21,59.0
C-1401,2026-01-28,82.27
C-1439,2024-10-04,68.78
C-1962,2025-07-21,26.18
C-1481,2024-04-23,19.1
C-1892,2025-04-21,106.29
C-1527,2025-05-06,49.94
C-1890,2024-03-01,10.55
C-1987,2024-03-05,52.35
C-1611,2025-08-08,44.75
C-1698,2025-06-18,55.05
C-1390,2025-11-23,25.2
C-1813,2025-03-27,24.52
C-1205,2025-08-12,119.1
C-1001,2024-01-10,17.09
C-1433,2024-05-04,92.63
C-1149,2026-03-10,48.98
C-1872,2024-12-05,31.23
C-1057,2024-07-16,65.17
C-1210,2024-02-14,34.62
C-1026,2026-03-04,30.27
C-1096,2025-07-01,43.07
C-1184,2024-03-09,19.48
C-1828,2024-05-09,43.0
C-1598,2025-09-22,63.08
C-1719,2024-11-29,102.1
C-1578,2025-02-16,51.16
C-1545,2025-08-31,63.37
C-1593,2024-02-12,80.85
C-1902,2025-09-08,17.52
C-1735,2025-06-01,21.76
C-1102,2024-01-10,63.93
C-1739,2024-05-05,22.47
C-1955,2024-07-27,68.81
C-1681,2025-12-16,52.81
C-1055,2025-12-20,25.44
C-1666,2024-10-10,97.15
C-1720,2025-05-08,21.05
C-1638,2024-10-18,23.95
C-1113,2024-07-17,15.54
C-1443,2026-02-28,43.6
C-1511,2025-03-22,88.39
C-1536,2024-04-10,62.15
C-1175,2025-03-02,12.13
C-1608,2025-10-18,61.66
C-1727,2024-08-16,45.44
C-1317,2025-10-10,87.47
C-1835,2024-12-02,60.2
C-1093,2024-06-16,26.31
C-1953,2025-12-15,44.91
C-1924,2024-05-31,8.38
C-1585,2024-09-30,27.17
C-1556,2024-03-22,87.08
C-1528,2024-03-13,55.02
C-1375,2025-07-12,49.74
C-1106,2025-09-11,9.02
C-1530,2025-06-21,49.11
C-1728,2024-06-02,63.92
C-1337,2025-04-24,51.95
C-1692,2024-05-10,75.95
C-1272,2025-08-10,47.41
C-1176,2025-11-26,31.0
C-1566,2025-10-27,12.24
C-1354,2025-12-12,96.8
C-1911,2025-02-11,76.32
C-1188,2024-05-08,51.27
C-1463,2024-05-23,37.93
C-1441,2024-07-18,32.74
C-1911,2024-05-27,93.75
C-1335,2024-03-11,63.91
C-1089,2024-11-29,103.64
C-1198,2024-06-09,51.5
C-1574,2025-03-11,104.94
C-1067,2026-02-03,102.91
C-1619,2024-10-12,10.87
C-1560,2024-05-19,56.27
C-1589,2025-12-28,71.48
C-1893,2025-09-01,59.12
C-1815,2025-07-31,117.68
C-1745,2025-04-01,13.51
C-1336,2024-09-10,19.57
C-1303,2025-01-14,74.51
C-1557,2024-07-01,68.02
C-1267,2024-11-17,47.46
C-1338,2025-11-04,87.83
C-1555,2025-05-23,35.78
C-1355,2024-10-04,164.73
C-1017,2025-06-07,65.85
C-1372,2024-02-20,87.53
C-1999,2024-03-11,118.37
C-1083,2024-06-03,96.91
C-1564,2025-09-10,47.98
C-1068,2025-06-06,34.72
C-1142,2024-07-10,71.16
C-1692,2024-10-19,77.08
C-1008,2024-09-27,42.04
C-1153,2025-02-08,33.18
C-1839,2024-05-28,70.22
C-1617,2025-04-16,80.07
C-1892,2025-06-30,22.4
C-1777,2025-10-13,28.12
C-1805,2024-12-29,57.13
C-1521,2025-09-25,28.12
C-1912,2025-10-18,72.4
C-1768,2026-02-18,71.3
C-1870,2025-05-30,71.41
C-1084,2024-08-01,29.25
C-1120,2024-05-11,25.02
C-1011,2024-03-21,61.59
C-1329,2026-02-12,72.04
C-1446,2025-03-16,23.51
C-1894,2025-10-13,149.56
C-1650,2025-09-27,21.3
C-1308,2026-01-09,71.59
C-1007,2025-04-21,38.55
C-1873,2025-04-04,89.95
C-1753,2025-10-22,55.66
C-1235,2024-11-01,9.55
C-1409,2025-02-25,30.97
C-1293,2024-09-02,42.64
C-1841,2025-01-09,79.34
C-1445,2025-01-12,59.15
C-1293,2025-07-16,39.87
C-1265,2024-04-29,55.54
C-1852,2024-02-26,69.18
C-1381,2024-02-08,36.13
C-1951,2026-01-01,36.1
C-1824,2026-01-25,40.35
C-1282,2025-08-08,74.0
C-1109,2024-06-28,59.94
C-1024,2026-03-01,53.75
C-1737,2024-02-26,90.33
C-1529,2025-11-17,48.62
C-1928,2024-08-16,53.17
C-1881,2026-01-27,38.44
C-1401,2025-09-13,91.35
C-1541,2025-11-14,8.55
C-1308,2024-12-08,102.96
C-1835,2024-02-11,79.06
C-1914,2024-07-28,20.47
C-1278,2024-09-07,40.17
C-1309,2025-12-20,70.51
C-1820,2025-06-13,48.35
C-1056,2024-04-21,82.81
C-1012,2024-12-04,121.13
C-1796,2024-09-15,60.78
C-1249,2024-09-11,89.34
C-1587,2024-04-17,51.87
C-1981,2024-09-14,66.8
C-1638,2024-10-08,42.56
C-1150,2024-09-10,83.32
C-1187,2024-11-24,83.86
C-1516,2025-04-03,47.89
C-1329,2024-06-17,43.12
C-1361,2026-01-29,31.97
C-1638,2026-02-13,77.91
C-1254,2024-05-22,88.82
C-1751,2026-01-09,50.1
C-1010,2025-09-11,103.59
C-1025,2025-02-24,54.62
C-1236,2024-08-24,58.78
C-1218,2025-05-01,43.35
C-1143,2024-07-07,45.83
C-1254,2024-03-08,66.95
C-1873,2025-02-12,68.12
C-1299,2025-08-24,57.39
C-1731,2025-06-04,56.96
C-1523,2026-01-25,89.19
C-1196,2025-04-26,43.38
C-1877,2024-08-13,22.04
C-1041,2025-02-25,97.62
C-1835,2024-06-29,92.04
C-1199,2024-04-10,24.04
C-1767,2024-11-02,72.86
C-1677,2025-02-02,37.3
C-1772,2024-08-08,9.99
C-1395,2024-01-04,31.63
C-1862,2024-10-07,11.75
C-1100,2025-06-04,39.28
C-1572,2024-11-04,34.71
C-1104,2026-02-10,22.17
C-1860,2025-02-28,43.58
C-1027,2025-11-12,38.73
C-1335,2025-08-10,32.25
C-1512,2024-06-15,25.89
C-1863,2025-12-30,61.69
C-1757,2024-03-30,86.69
C-1560,2025-03-21,28.58
C-1432,2024-02-28,108.96
C-1968,2024-07-17,58.58
C-1743,2024-09-03,52.99
C-1381,2024-08-26,59.62
C-1050,2025-09-01,53.73
C-1950,2025-12-28,20.13
C-1696,2025-01-01,39.62
C-1460,2025-06-22,9.43
C-1925,2025-02-23,33.92
C-1706,2024-08-01,78.73
C-1753,2025-05-17,67.34
C-1635,2025-08-10,20.96
C-1862,2024-02-13,94.59
C-1414,2025-11-28,61.69
C-1206,2024-05-30,92.87
C-1667,2025-06-11,10.86
C-1036,2024-11-28,58.37
C-1402,2025-02-17,20.44
C-1419,2025-04-12,67.26
C-1819,2024-01-19,8.72
C-1427,2024-04-26,50.18
C-1579,2025-05-21,49.74
C-1777,2024-02-11,69.75
C-1296,2024-08-18,52.03
C-1357,2025-03-19,84.27
C-1127,2025-11-21,23.02
C-1880,2026-01-12,56.84
C-1077,2024-03-25,51.59
C-1144,2024-03-09,57.16
C-1057,2025-11-27,44.47
C-1295,2025-11-08,16.73
C-1170,2025-07-28,70.45
C-1652,2025-08-31,7.33
C-1445,2024-08-08,56.94
C-1824,2024-03-11,5.01
C-1953,2024-08-06,75.32
C-1823,2024-08-25,60.48
C-1982,2025-01-06,7.25
C-1155,2025-05-31,43.86
C-1631,2026-02-27,5.59
C-1604,2024-01-19,73.14
C-1383,2024-07-11,91.99
C-1226,2026-01-14,65.11
C-1551,2024-11-18,30.26
C-1054,2025-03-11,95.0
C-1683,2024-04-18,52.54
C-1367,2024-07-16,87.72
C-1370,2025-01-07,80.41
C-1848,2025-05-23,59.4
C-1321,2024-10-01,45.39
C-1942,2024-09-14,55.74
C-1574,2025-07-27,87.76
C-1422,2025-04-10,82.1
C-1372,2026-01-27,114.65
C-1547,2025-02-27,123.41
C-1428,2025-01-22,130.35
C-1968,2024-07-14,53.78
C-1306,2025-10-25,59.51
C-1056,2025-12-23,112.96
C-1779,2024-07-28,93.6
C-1610,2024-10-05,36.7
C-1208,2025-10-02,29.47
C-1270,2025-11-30,12.31
C-1418,2025-12-26,37.0
C-1659,2024-11-16,87.95
C-1724,2025-03-08,30.48
C-1378,2024-04-05,78.27
C-1957,2024-04-12,42.13
C-1941,2024-01-27,72.74
C-1731,2025-06-13,80.71
C-1081,2025-03-03,65.65
C-1583,2025-04-23,29.92
C-1401,2025-05-22,97.73
C-1037,2025-05-25,104.16
C-1199,2024-09-11,73.3
C-1178,2025-06-30,79.08
C-1157,2024-01-04,141.9
C-1166,2025-04-12,76.63
C-1193,2024-08-22,45.16
C-1717,2024-05-29,37.75
C-1892,2025-11-08,44.43
C-1310,2024-03-08,46.82
C-1134,2025-11-27,62.29
C-1350,2024-05-19,57.36
C-1809,2024-12-23,60.02
C-1379,2025-10-19,58.66
C-1107,2024-05-01,100.5
C-1016,2024-07-14,44.38
C-1998,2024-04-28,86.22
C-1673,2025-12-10,64.91
C-1178,2025-02-21,54.84
C-1555,2026-02-21,10.48
C-1213,2024-03-14,48.75
C-1562,2025-08-01,54.12
C-1656,2025-06-02,31.97
C-1268,2025-01-10,25.22
C-1722,2024-11-20,83.02
C-1991,2025-12-31,20.74
C-1485,2025-05-30,55.87
C-1151,2025-04-27,36.1
C-1167,2025-11-18,76.96
C-1309,2025-04-23,40.68
C-1460,2024-11-19,5.92
C-1813,2024-05-20,96.84
C-1743,2024-08-28,23.64
C-1354,2026-02-08,54.4
C-1819,2024-12-13,51.78
C-1170,2025-04-18,22.05
C-1834,2024-08-14,49.93
C-1443,2025-03-17,59.83
C-1524,2024-04-29,27.32
C-1969,2024-12-18,15.71
C-1639,2024-06-21,13.95
C-1546,2024-09-15,58.92
C-1893,2024-04-26,6.26
C-1183,2024-04-25,35.38
C-1586,2024-08-24,55.82
C-1838,2024-03-06,41.51
C-1463,2025-01-30,59.6
C-1710,2025-07-04,36.91
C-1069,2024-06-14,64.54
C-1641,2024-08-01,26.0
C-1368,2025-08-06,115.69
C-1676,2024-02-18,37.1
C-1238,2024-05-12,117.94
C-1998,2026-02-24,34.83
C-1477,2026-01-24,61.7
C-1478,2025-10-11,40.89
C-1299,2024-03-22,6.26
C-1086,2024-08-12,60.74
C-1609,2025-10-29,28.19
C-1513,2024-12-15,18.61
C-1836,2025-01-09,81.09
C-1091,2024-06-29,66.41
C-1188,2024-11-09,37.53
C-1492,2024-05-07,82.57
C-1186,2025-07-03,51.19
C-1452,2025-04-15,68.88
C-1146,2025-07-29,46.38
C-1348,2024-06-30,13.09
C-1771,2024-01-03,91.66
C-1063,2024-01-29,87.4
C-1020,2025-07-04,83.28
C-1734,2024-04-11,69.62
C-1704,2025-03-22,87.16
C-1610,2024-10-17,51.24
C-1962,2025-12-03,80.41
C-1050,2024-07-28,59.24
C-1969,2025-08-03,35.07
C-1776,2024-09-14,99.4
C-1414,2024-01-10,49.32
C-1113,2024-03-16,75.24
C-1494,2025-11-19,50.21
C-1386,2025-01-23,96.09
C-1345,2024-08-17,22.42
C-1254,2024-08-23,50.01
C-1270,2024-05-02,40.91
C-1655,2024-09-13,54.86
C-1833,2025-03-13,66.12
C-1154,2025-11-08,138.29
C-1357,2024-06-22,56.19
C-1216,2025-03-31,64.33
C-1831,2025-04-30,7.64
C-1532,2024-07-18,48.62
C-1248,2025-08-27,90.37
C-1776,2024-09-27,88.25
C-1501,2025-08-14,79.14
C-1803,2024-03-24,43.09
C-1838,2025-02-10,17.6
C-1424,2026-01-13,57.17
C-1431,2025-11-08,23.04
C-1158,2024-01-14,53.13
C-1816,2024-08-07,69.73
C-1839,2025-12-27,75.17
C-1041,2025-11-06,64.59
C-1872,2024-10-09,22.11
C-1072,2024-05-08,87.84
C-1598,2025-03-01,64.7
C-1325,2025-07-18,93.51
C-1577,2025-05-20,87.02
C-1661,2025-02-07,71.61
C-1102,2025-06-19,81.96
C-1208,2026-02-01,13.95
C-1896,2024-04-26,57.37
C-1494,2026-02-09,41.16
C-1045,2024-11-26,71.52
C-1812,2025-03-24,16.52
C-1535,2025-05-25,34.8
C-1570,2024-08-30,35.78
C-1949,2024-07-25,69.16
C-1778,2025-12-05,28.51
C-1846,2025-12-30,39.77
C-1482,2025-01-31,10.78
C-1393,2024-03-15,24.08
C-1177,2024-08-02,23.69
C-1966,2024-11-10,5.04
C-1048,2025-06-21,46.25
C-1160,2024-06-24,75.71
C-1454,2025-10-05,62.97
C-1275,2025-05-12,25.47
C-1332,2024-01-01,72.54
C-1187,2024-02-25,80.03
C-1591,2025-08-17,10.16
C-1576,2024-11-20,20.69
C-1180,2024-12-21,71.25
C-1675,2024-03-08,95.4
C-1533,2024-03-06,17.16
C-1020,2025-09-03,86.02
C-1038,2024-10-11,99.01
C-1821,2025-08-24,84.18
C-1670,2024-08-30,51.68
C-1072,2025-04-23,87.71
C-1058,2024-04-08,91.0
C-1953,2025-05-09,44.98
C-1296,2024-07-29,72.25
C-1122,2024-08-16,48.58
C-1540,2025-01-25,94.38
C-1269,2026-01-28,59.06
C-1505,2024-04-15,31.7
C-1031,2024-03-14,74.12
C-1995,2024-04-09,14.85
C-1657,2024-01-09,41.56
C-1389,2025-09-23,24.86
C-1681,2024-06-05,19.98
C-1753,2025-03-16,86.54
C-1944,2024-06-20,79.56
C-1531,2025-07-23,59.74
C-1111,2024-11-08,34.41
C-1461,2024-04-01,29.7
C-1051,2025-06-03,98.56
C-1373,2025-08-03,55.42
C-1926,2025-07-10,37.11
C-1203,2024-01-29,46.02
C-1642,2025-04-18,32.52
C-1921,2025-01-20,48.35
C-1061,2025-05-29,19.69
C-1140,2026-01-12,109.62
C-1299,2025-11-05,38.01
C-1444,2026-01-27,79.95
C-1808,2024-06-20,61.28
C-1129,2024-12-17,25.46
C-1977,2025-09-13,33.02
C-1329,2026-02-06,54.15
C-1823,2025-11-13,93.96
C-1285,2024-03-11,33.55
C-1766,2025-03-29,5.79
C-1514,2024-01-26,75.87
C-1312,2024-05-05,43.19
C-1187,2025-11-28,82.3
C-1816,2025-12-16,106.9
C-1870,2024-12-19,10.69
C-1985,2025-10-19,33.0
C-1254,2025-01-15,34.91
C-1891,2025-06-25,17.4
C-1328,2024-04-24,55.67
C-1275,2025-05-02,47.03
C-1718,2024-11-23,86.1
C-1210,2025-12-27,59.62
C-1026,2025-12-02,70.57
C-1082,2025-11-12,79.98
C-1800,2024-08-16,80.4
C-1978,2025-08-31,75.15
C-1537,2025-06-07,37.82
C-1071,2025-10-06,32.79
C-1688,2024-10-08,51.92
C-1132,2025-06-17,35.4
C-1017,2026-01-23,56.81
C-1116,2026-03-08,62.77
C-1928,2025-10-27,70.83
C-1687,2026-01-22,79.42
C-1557,2024-02-19,58.86
C-1677,2024-04-15,74.12
C-1071,2026-02-23,103.49
C-1758,2025-03-21,63.46
C-1149,2024-09-02,49.82
C-1773,2025-06-21,121.47
C-1277,2025-07-16,71.7
C-1662,2025-03-30,15.39
C-1694,2024-09-07,49.86
C-1520,2024-03-19,90.04
C-1225,2024-02-20,51.85
C-1185,2024-02-03,46.16
C-1631,2025-03-18,26.9
C-1837,2026-01-28,74.57
C-1322,2024-07-28,6.06
C-1614,2024-11-24,69.41
C-1650,2024-04-30,23.35
C-1605,2025-03-27,75.78
C-1574,2024-01-29,88.17
C-1721,2025-06-07,48.06
C-1172,2025-12-20,37.71
C-1943,2024-01-24,99.13
C-1502,2024-06-22,34.02
C-1028,2025-05-10,35.43
C-1553,2024-10-25,6.85
C-1719,2024-07-10,23.33
C-1663,2024-08-02,86.96
C-1833,2024-06-14,46.8
C-1540,2024-07-13,86.92
C-1505,2024-11-29,64.34
C-1913,2025-01-27,28.43
C-1805,2025-08-21,52.67
C-1555,2024-12-21,57.22
C-1539,2025-03-04,91.3
C-1505,2026-01-25,88.07
C-1898,2024-03-16,38.5
C-1301,2025-12-26,73.3
C-1214,2024-06-06,63.22
C-1961,2025-12-28,16.37
C-1926,2025-11-03,34.63
C-1114,2024-08-07,9.02
C-1955,2024-01-31,6.07
C-1999,2025-09-08,55.55
C-1538,2026-01-08,58.67
C-1057,2025-01-23,38.37
C-1691,2024-12-06,52.57
C-1037,2025-10-21,50.11
C-1536,2025-01-20,33.3
C-1680,2024-11-18,74.88
C-1736,2025-05-27,59.04
C-1907,2025-07-13,51.44
C-1920,2025-01-05,92.78
C-1993,2026-02-28,75.59
C-1870,2024-07-23,73.49
C-1068,2025-04-16,60.2
C-1103,2026-01-27,56.9
C-1211,2025-05-22,88.31
C-1015,2025-05-12,28.51
C-1550,2025-08-23,23.79
C-1941,2024-09-12,47.92
C-1814,2024-06-20,42.79
C-1648,2025-05-12,55.92
C-1699,2025-05-21,51.15
C-1991,2025-06-10,74.83
C-1213,2024-07-26,17.06
C-1168,2024-11-25,62.84
C-1059,2024-11-06,85.7
C-1527,2024-08-14,69.9
C-1662,2026-01-26,29.77
C-1781,2024-03-19,95.82
C-1400,2024-10-05,55.8
C-1056,2024-07-04,24.61
C-1786,2025-11-23,78.48
C-1358,2025-03-15,22.14
C-1749,2026-01-12,50.3
C-1487,2025-06-13,75.39
C-1949,2024-01-17,59.13
C-1530,2025-12-31,61.15
C-1545,2025-08-18,79.02
C-1920,2025-12-08,61.59
C-1444,2026-02-03,45.68
C-1221,2025-01-17,74.94
C-1738,2024-01-16,24.55
C-1423,2025-06-07,86.06
C-1938,2024-08-15,18.69
C-1784,2024-10-14,47.12
C-1403,2025-10-26,7.12
C-1065,2025-10-10,97.82
C-1992,2025-07-20,42.42
C-1768,2024-04-10,74.78
C-1462,2024-08-24,30.88
C-1025,2024-04-30,64.22
C-1813,2026-02-05,47.57
C-1633,2025-06-26,73.83
C-1617,2026-01-05,46.61
C-1272,2024-08-19,40.98
C-1023,2024-04-18,45.1
C-1702,2025-05-16,28.61
C-1627,2024-12-03,89.71
C-1877,2024-02-06,85.2
C-1319,2024-06-30,93.46
C-1873,2024-03-26,72.64
C-1099,2025-08-21,73.59
C-1402,2025-01-30,107.37
C-1676,2025-04-07,82.64
C-1540,2025-09-17,36.87
C-1083,2024-09-27,25.35
C-1243,2025-01-22,35.29
C-1058,2025-08-24,65.13
C-1882,2025-05-18,64.64
C-1561,2024-04-27,40.64
C-1713,2025-04-27,70.57
C-1834,2025-11-23,25.68
C-1934,2024-03-18,115.61
C-1792,2024-01-21,56.8
C-1905,2024-06-19,79.49
C-1479,2024-05-30,54.62
C-1140,2024-03-09,52.72
C-1520,2025-09-24,5.54
C-1370,2025-02-22,59.41
C-1511,2025-07-08,39.34
C-1094,2024-08-13,60.54
C-1833,2026-02-08,84.54
C-1398,2025-02-10,41.02
C-1221,2024-06-04,176.58
C-1653,2025-03-03,33.53
C-1282,2024-08-16,47.68
C-1887,2024-10-06,56.61
C-1745,2025-11-05,84.15
C-1115,2025-08-27,54.09
C-1205,2025-04-10,78.82
C-1731,2024-10-06,76.24
C-1308,2025-03-31,64.93
C-1899,2025-04-19,59.55
C-1062,2025-11-17,7.24
C-1281,2025-03-16,36.83
C-1935,2024-04-01,91.85
C-1934,2024-07-08,40.23
C-1052,2026-01-23,51.06
C-1485,2025-10-05,49.0
C-1408,2024-01-07,37.22
C-1741,2025-10-29,55.01
C-1366,2024-09-06,49.65
C-1915,2025-08-17,95.53
C-1834,2025-04-15,93.78
C-1774,2025-12-01,34.98
C-1402,2024-02-27,34.58
C-1520,2024-10-30,19.11
C-1172,2024-08-21,45.8
C-1792,2025-08-12,52.75
C-1118,2024-11-30,29.27
C-1335,2025-06-22,53.47
C-1146,2026-02-05,47.59
C-1283,2024-07-31,52.83
C-1021,2026-02-09,85.78
C-1868,2024-04-14,82.45
C-1715,2026-02-12,52.41
C-1618,2026-02-01,84.48
C-1221,2024-09-14,13.0
